formattedAddress,city,zipCode,price,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,latitude,longitude,listedDate
"1430 Maximilian Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2680,Single Family,3,2.0,1690,1995.0,28.178011,-82.330814,2026-08-06
"31177 Monterey Pine St, Wesley Chapel, FL 33545",Wesley Chapel,33545,2049,Single Family,3,2.5,1464,,28.281581,-82.300795,2026-08-06
"27619 St Andrews Ave, Wesley Chapel, FL 33544",Wesley Chapel,33544,2865,Single Family,4,3.0,2222,2023.0,28.247367,-82.359893,2026-08-06
"27438 St Andrews Ave, Wesley Chapel, FL 33544",Wesley Chapel,33544,2710,Single Family,4,2.5,1977,2023.0,28.24614,-82.362448,2026-08-06
"30126 Rattana Ct, Wesley Chapel, FL 33545",Wesley Chapel,33545,2200,Single Family,4,2.5,1891,2005.0,28.250733,-82.317572,2026-08-06
"5917 Missouri Ave, New Port Richey, FL 34652",New Port Richey,34652,2780,Single Family,3,2.0,1007,,28.249329,-82.71645,2026-08-06
"9351 Beaufort Ct, New Port Richey, FL 34654",New Port Richey,34654,2105,Single Family,3,2.0,1819,,28.293661,-82.619407,2026-08-06
"4424-A Terry Loop, New Port Richey, FL 34652",New Port Richey,34652,1500,Single Family,2,1.0,750,,28.222286,-82.729889,2026-08-06
"6413 Sutters Mill Rd, # #fl, New Port Richey, FL 34653",New Port Richey,34653,1499,Single Family,3,2.0,1080,,28.220654,-82.70842,2026-08-06
"4829 6th St, Zephyrhills, FL 33542",Zephyrhills,33542,1095,Single Family,1,1.0,751,1925.0,28.227954,-82.181338,2026-08-06
"34442 Smart Dr, Zephyrhills, FL 33541",Zephyrhills,33541,1915,Single Family,3,2.0,1224,,28.234806,-82.245003,2026-08-06
"6035 Pointe Pleasant Blvd, Zephyrhills, FL 33545",Zephyrhills,33545,2120,Single Family,4,2.0,1415,,28.244949,-82.342735,2026-08-06
"7725 Forbes Rd, Zephyrhills, FL 33540",Zephyrhills,33540,1150,Single Family,2,1.0,784,,28.269436,-82.155426,2026-08-06
"4734 20th St, Zephyrhills, FL 33542",Zephyrhills,33542,1400,Single Family,2,1.0,810,,28.226715,-82.171313,2026-08-06
"25924 Terrawood Loop, Land O Lakes, FL 34639",Land O Lakes,34639,2105,Single Family,3,2.0,1340,,28.2221,-82.387022,2026-08-07
"1430 Maximilian Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2685,Single Family,3,2.0,1690,1995.0,28.178011,-82.330814,2026-08-07
"30319 Birdhouse Dr, Wesley Chapel, FL 33545",Wesley Chapel,33545,1910,Single Family,3,2.0,1158,2004.0,28.24735,-82.314636,2026-08-07
"2404 Spring Hollow Loop, Wesley Chapel, FL 33544",Wesley Chapel,33544,2395,Single Family,3,2.5,2278,,28.191511,-82.356942,2026-08-07
"8471 Lofty Timber Way, Wesley Chapel, FL 33545",Wesley Chapel,33545,1975,Single Family,3,2.5,1464,,28.280634,-82.300785,2026-08-07
"8513 Alpine Meadow Ln, Wesley Chapel, FL 33545",Wesley Chapel,33545,2025,Single Family,3,2.5,1464,,28.281027,-82.299962,2026-08-07
"31177 Monterey Pine St, Wesley Chapel, FL 33545",Wesley Chapel,33545,2025,Single Family,3,2.5,1464,,28.281581,-82.300795,2026-08-07
"26702 Middleground Loop, Wesley Chapel, FL 33544",Wesley Chapel,33544,2800,Single Family,3,2.0,1870,1999.0,28.236936,-82.374585,2026-08-07
"30035 Morningmist Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2550,Single Family,4,2.0,1833,,28.181865,-82.321778,2026-08-07
"9351 Beaufort Ct, New Port Richey, FL 34654",New Port Richey,34654,2065,Single Family,3,2.0,1819,,28.293661,-82.619407,2026-08-07
"5443 Beach St, New Port Richey, FL 34652",New Port Richey,34652,1395,Apartment,2,1.0,850,,28.238647,-82.71696,2026-08-07
"5847 Nebraska Ave, New Port Richey, FL 34652",New Port Richey,34652,1200,Single Family,1,1.0,1100,,28.24995,-82.717369,2026-08-07
"8459 Houndstooth Enclave Dr, New Port Richey, FL 34655",New Port Richey,34655,2449,Single Family,3,2.5,2319,,28.201583,-82.674988,2026-08-07
"2917 Gridiron Isle, New Port Richey, FL 34655",New Port Richey,34655,2449,Single Family,3,2.5,2319,,28.201095,-82.672249,2026-08-07
"2546 Bartolo Dr, Land O Lakes, FL 34639",Land O Lakes,34639,2630,Single Family,3,2.0,1979,,28.193581,-82.419453,2026-08-08
"15833 Pond Rush Ct, Land O Lakes, FL 34638",Land O Lakes,34638,2130,Single Family,3,2.0,2415,,28.311841,-82.553209,2026-08-08
"7108 Kendall Heath Way, Land O Lakes, FL 34637",Land O Lakes,34637,2130,Single Family,4,2.0,1415,,28.260858,-82.452532,2026-08-08
"3636 Grecko Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2130,Single Family,3,2.0,1528,,28.210263,-82.270887,2026-08-08
"27695 St Andrews Ave, Wesley Chapel, FL 33544",Wesley Chapel,33544,2865,Single Family,4,3.0,2222,2023.0,28.247865,-82.359063,2026-08-08
"5917 Missouri Ave, New Port Richey, FL 34652",New Port Richey,34652,1935,Single Family,3,2.0,1007,,28.249329,-82.71645,2026-08-08
"9135 Maynard Ave, New Port Richey, FL 34654",New Port Richey,34654,1515,Single Family,2,2.0,846,,28.282229,-82.663675,2026-08-08
"6839 Forest Ave, New Port Richey, FL 34653",New Port Richey,34653,1095,Single Family,1,1.0,620,,28.257242,-82.713661,2026-08-08
"9101 Easthaven Ct, New Port Richey, FL 34655",New Port Richey,34655,2140,Single Family,3,2.0,1837,,28.238569,-82.664349,2026-08-08
"3910 Glissade Dr, New Port Richey, FL 34652",New Port Richey,34652,1935,Single Family,3,2.0,1512,,28.215714,-82.744921,2026-08-08
"7552 Cumber Dr, New Port Richey, FL 34653",New Port Richey,34653,1600,Single Family,2,1.5,1193,1972.0,28.260934,-82.689296,2026-08-08
"25924 Terrawood Loop, Land O Lakes, FL 34639",Land O Lakes,34639,2070,Single Family,3,2.0,1340,,28.2221,-82.387022,2026-08-09
"18525 Dajana Ave, Land O Lakes, FL 34638",Land O Lakes,34638,2120,Single Family,3,2.0,1489,,28.299055,-82.50938,2026-08-09
"15807 Leatherleaf Ln, Land O Lakes, FL 34638",Land O Lakes,34638,2200,Condo,4,2.0,2081,2005.0,28.314346,-82.554105,2026-08-09
"4944 Cactus Needle Ln, Wesley Chapel, FL 33544",Wesley Chapel,33544,1895,Townhouse,3,2.5,1534,,28.229334,-82.360881,2026-08-09
"4836 San Martino Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2300,Condo,3,2.0,1827,2020.0,28.226586,-82.344407,2026-08-09
"31260 Penny Surf Loop, Wesley Chapel, FL 33545",Wesley Chapel,33545,2200,Single Family,3,2.0,1531,,28.276095,-82.299464,2026-08-09
"1430 Maximilian Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2690,Single Family,3,2.0,1690,1995.0,28.178011,-82.330814,2026-08-09
"3636 Grecko Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2105,Single Family,3,2.0,1528,,28.210263,-82.270887,2026-08-09
"4712 Lagona Ln, Wesley Chapel, FL 33543",Wesley Chapel,33543,2375,Condo,3,2.0,1827,2020.0,28.225002,-82.34517,2026-08-09
"5440 James St, New Port Richey, FL 34652",New Port Richey,34652,1900,Condo,0,,1575,,28.238689,-82.723681,2026-08-09
"6921 Washington St, Unit 6921-3, New Port Richey, FL 34652",New Port Richey,34652,1499,Condo,2,1.0,750,,28.257969,-82.719803,2026-08-09
"3212 Town Ave, New Port Richey, FL 34655",New Port Richey,34655,2675,Condo,3,3.0,2010,2001.0,28.205864,-82.644446,2026-08-09
"3526 Martell St, New Port Richey, FL 34655",New Port Richey,34655,1595,Condo,3,2.0,1500,1979.0,28.21047,-82.686562,2026-08-09
"5917 Missouri Ave, New Port Richey, FL 34652",New Port Richey,34652,1940,Single Family,3,2.0,1007,,28.249329,-82.71645,2026-08-09
"5567 Sea Forest Dr, Apt 322, New Port Richey, FL 34652",New Port Richey,34652,1695,Condo,2,2.0,994,1992.0,28.240355,-82.734638,2026-08-09
"5023 Osprey Ln, New Port Richey, FL 34652",New Port Richey,34652,1395,Condo,2,1.0,816,,28.263258,-82.731088,2026-08-09
"4847 20th St, Zephyrhills, FL 33542",Zephyrhills,33542,1295,Condo,2,1.0,1250,1985.0,28.228401,-82.171829,2026-08-09
"3619 Zephyr Preserve Pl, Zephyrhills, FL 33541",Zephyrhills,33541,1900,Condo,3,2.0,1500,2021.0,28.209678,-82.235764,2026-08-09
"5908 Brickleberry Ln, Unit 106, Zephyrhills, FL 33541",Zephyrhills,33541,1400,Condo,2,2.0,1062,2002.0,28.243137,-82.220628,2026-08-09
"3457 Bellericay Ln, Land O Lakes, FL 34638",Land O Lakes,34638,2000,Single Family,3,2.0,1158,2009.0,28.208457,-82.533862,2026-08-10
"30250 Rattana Ct, Wesley Chapel, FL 33545",Wesley Chapel,33545,2145,Single Family,3,2.0,1190,,28.250751,-82.315436,2026-08-10
"29542 Cedar Waxwing Dr, Wesley Chapel, FL 33545",Wesley Chapel,33545,2425,Single Family,3,2.0,1588,2022.0,28.256035,-82.325482,2026-08-10
"30319 Birdhouse Dr, Wesley Chapel, FL 33545",Wesley Chapel,33545,1915,Single Family,3,2.0,1158,2004.0,28.24735,-82.314636,2026-08-10
"9351 Beaufort Ct, New Port Richey, FL 34654",New Port Richey,34654,2070,Single Family,3,2.0,1819,,28.293661,-82.619407,2026-08-10
"37819 Alissa Dr, Zephyrhills, FL 33542",Zephyrhills,33542,1650,Condo,2,2.0,864,,28.223474,-82.191176,2026-08-10
"25924 Terrawood Loop, Land O Lakes, FL 34639",Land O Lakes,34639,2075,Single Family,3,2.0,1340,,28.2221,-82.387022,2026-08-11
"4315 Marchmont Blvd, Land O Lakes, FL 34638",Land O Lakes,34638,2270,Single Family,3,2.0,1837,,28.22046,-82.496215,2026-08-11
"22744 Robins Nest Ct, Land O Lakes, FL 34639",Land O Lakes,34639,3260,Single Family,4,3.0,2930,,28.214529,-82.439319,2026-08-11
"15833 Pond Rush Ct, Land O Lakes, FL 34638",Land O Lakes,34638,2075,Single Family,3,2.0,2415,,28.311841,-82.553209,2026-08-11
"3226 Bellericay Ln, Land O Lakes, FL 34638",Land O Lakes,34638,2195,Single Family,3,2.0,1461,2007.0,28.204691,-82.53231,2026-08-11
"23106 Mayfair Rd, Land O Lakes, FL 34639",Land O Lakes,34639,2000,Single Family,3,2.0,1423,,28.226826,-82.433686,2026-08-11
"25213 Hyde Park Blvd, Land O Lakes, FL 34639",Land O Lakes,34639,2240,Single Family,4,2.0,1874,,28.201542,-82.399093,2026-08-11
"19542 Timberbluff Dr, Land O Lakes, FL 34638",Land O Lakes,34638,2495,Single Family,3,2.5,2478,,28.291339,-82.49882,2026-08-11
"6452 Tabogi Trl, Wesley Chapel, FL 33545",Wesley Chapel,33545,1890,Single Family,3,2.0,1292,2005.0,28.250478,-82.315811,2026-08-11
"1430 Maximilian Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2695,Single Family,3,2.0,1690,1995.0,28.178011,-82.330814,2026-08-11
"27952 Madison Green Way, Wesley Chapel, FL 33544",Wesley Chapel,33544,2655,Single Family,4,2.5,1977,,28.254883,-82.356818,2026-08-11
"3065 Pinnacle Peak Dr, New Port Richey, FL 34655",New Port Richey,34655,1970,Single Family,3,2.5,1634,,28.203311,-82.678255,2026-08-11
"3516 Teeside Dr, New Port Richey, FL 34655",New Port Richey,34655,1800,Single Family,2,2.0,1288,1980.0,28.210341,-82.653832,2026-08-11
"6240A Fairskies Dr, New Port Richey, FL 34655",New Port Richey,34655,2500,Single Family,2,2.0,1558,,28.249878,-82.656197,2026-08-11
"38944 New Dennison Ln, Zephyrhills, FL 33542",Zephyrhills,33542,1550,Single Family,3,2.0,534,1960.0,28.256956,-82.17202,2026-08-11
"35491 Shade Fern Ln, Zephyrhills, FL 33541",Zephyrhills,33541,1900,Single Family,3,2.0,1412,2022.0,28.249362,-82.229579,2026-08-11
"37849 Dusty Saddle Ln, Zephyrhills, FL 33541",Zephyrhills,33541,2165,Single Family,3,2.0,1700,2025.0,28.283726,-82.191109,2026-08-11
"21402 Preservation Dr, Land O Lakes, FL 34638",Land O Lakes,34638,3290,Single Family,4,2.5,2509,,28.239543,-82.462171,2026-08-12
"18525 Dajana Ave, Land O Lakes, FL 34638",Land O Lakes,34638,2255,Single Family,3,2.0,1489,,28.299055,-82.50938,2026-08-12
"22721 Beltrees Ct, Land O Lakes, FL 34639",Land O Lakes,34639,2549,Single Family,3,2.0,2057,,28.225601,-82.440026,2026-08-12
"18447 Red Willow Way, Land O Lakes, FL 34638",Land O Lakes,34638,2530,Single Family,3,2.0,2150,,28.301633,-82.51064,2026-08-12
"4786 Ballantrae Blvd, Land O Lakes, FL 34638",Land O Lakes,34638,3100,Single Family,3,2.0,2101,2020.0,28.223013,-82.522079,2026-08-12
"19408 Otters Wick Way, Land O Lakes, FL 34638",Land O Lakes,34638,2245,Single Family,3,2.0,1598,,28.219469,-82.494875,2026-08-12
"30319 Birdhouse Dr, Wesley Chapel, FL 33545",Wesley Chapel,33545,1875,Single Family,3,2.0,1158,2004.0,28.24735,-82.314636,2026-08-12
"5840 Carina Trce, Wesley Chapel, FL 33545",Wesley Chapel,33545,3199,Single Family,5,3.0,3388,,28.242238,-82.327592,2026-08-12
"5917 Missouri Ave, New Port Richey, FL 34652",New Port Richey,34652,1945,Single Family,3,2.0,1007,,28.249329,-82.71645,2026-08-12
"3065 Pinnacle Peak Dr, New Port Richey, FL 34655",New Port Richey,34655,2075,Single Family,3,2.5,1634,,28.203311,-82.678255,2026-08-12
"3910 Glissade Dr, New Port Richey, FL 34652",New Port Richey,34652,1885,Single Family,3,2.0,1512,,28.215714,-82.744921,2026-08-12
"3189 Lytton Hall Dr, Zephyrhills, FL 33540",Zephyrhills,33540,2315,Single Family,4,2.0,1817,2020.0,28.203099,-82.161565,2026-08-12
"5225 11th St, Zephyrhills, FL 33542",Zephyrhills,33542,1795,Single Family,3,2.0,796,,28.233456,-82.1761,2026-08-12
"6035 Pointe Pleasant Blvd, Zephyrhills, FL 33545",Zephyrhills,33545,2080,Single Family,4,2.0,1415,,28.244949,-82.342735,2026-08-12
"31702 Spoonflower Cir, Zephyrhills, FL 33545",Zephyrhills,33545,2315,Single Family,3,2.5,1879,,28.259154,-82.292065,2026-08-12
"18447 Red Willow Way, Land O Lakes, FL 34638",Land O Lakes,34638,2520,Single Family,3,2.0,2150,,28.301633,-82.51064,2026-08-13
"25924 Terrawood Loop, Land O Lakes, FL 34639",Land O Lakes,34639,2060,Single Family,3,2.0,1340,,28.2221,-82.387022,2026-08-13
"10503 Farm Hill Ave, Land O Lakes, FL 34638",Land O Lakes,34638,3500,Single Family,4,3.0,2756,2025.0,28.309803,-82.52367,2026-08-13
"22407 Bellini Cir, Land O Lakes, FL 34639",Land O Lakes,34639,2820,Single Family,4,3.0,2245,2022.0,28.215575,-82.444074,2026-08-13
"18269 Falling Pine Needle Ln, Land O Lakes, FL 34638",Land O Lakes,34638,2395,Single Family,4,2.0,1829,,28.311752,-82.51378,2026-08-13
"7742 Citrus Blossom Dr, Land O Lakes, FL 34637",Land O Lakes,34637,2065,Single Family,3,2.0,1359,2003.0,28.270541,-82.46746,2026-08-13
"18025 Cypress Bay Pkwy, Land O Lakes, FL 34638",Land O Lakes,34638,2100,Single Family,3,2.0,1484,2008.0,28.303555,-82.516462,2026-08-13
"20781 Monza Loop, Land O Lakes, FL 34638",Land O Lakes,34638,2999,Single Family,5,3.0,2615,2022.0,28.258096,-82.479214,2026-08-13
"17051 Lixberry Way, Land O Lakes, FL 34638",Land O Lakes,34638,2390,Single Family,4,2.5,1892,2008.0,28.208982,-82.533038,2026-08-13
"1430 Maximilian Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,3930,Single Family,3,2.0,1690,1995.0,28.178011,-82.330814,2026-08-13
"3636 Grecko Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2085,Single Family,3,2.0,1528,,28.210263,-82.270887,2026-08-13
"32382 Weathered Oak Dr, Wesley Chapel, FL 33543",Wesley Chapel,33543,2595,Single Family,4,2.0,1665,,28.186312,-82.281128,2026-08-13
"30126 Rattana Ct, Wesley Chapel, FL 33545",Wesley Chapel,33545,2165,Single Family,4,2.5,1891,2005.0,28.250733,-82.317572,2026-08-13
"5152 Blue Roan Way, Wesley Chapel, FL 33544",Wesley Chapel,33544,1945,Single Family,3,2.5,1686,,28.232213,-82.359844,2026-08-13
"5917 Missouri Ave, New Port Richey, FL 34652",New Port Richey,34652,1890,Single Family,3,2.0,1007,,28.249329,-82.71645,2026-08-13
"9351 Beaufort Ct, New Port Richey, FL 34654",New Port Richey,34654,2075,Single Family,3,2.0,1819,,28.293661,-82.619407,2026-08-13
"3385 Lapis Lake Dr, Zephyrhills, FL 33541",Zephyrhills,33541,2100,Townhouse,3,3.0,1807,,28.206463,-82.218651,2026-08-13
